;;#Dev Description;Stat Group;Slot;Affix Group;Special;MinRarity;;;;;;;;;;;;#;#;#;#;#;;#;#;#;#;#;#;#;weap1;head1;tors1;hand1;wais1;feet1;ring1;jewl1;amul1;reli1;weap2;head2;tors2;hand2;wais2;feet2;ring2;jewl2;amul2;reli2;weap3;head3;tors3;hand3;wais3;feet3;ring3;jewl3;amul3;reli3;weap4;head4;tors4;hand4;wais4;feet4;ring4;jewl4;amul4;reli4;weap5;head5;tors5;hand5;wais5;feet5;ring5;jewl5;amul5;reli5;#weap;#head;#tors;#hand;#wais;#feet;#ring;#jewl;#amul;#reli;#;#;#;#;#;#;#;#;#;;;;#;;Ability1;;;;;;;;;;;;;;;;;;#;#;#;#;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;
;sp14;Damage % vs Minions;P.Skill.Passive;none;@d;TRUE;rare;1.4;1;1;1;1;1;1;1;1;1;1;0.01;0.01;0.01;0.01;0.01;FALSE;;75;75;150;225;300;375;75;15;15;15;11;15;11;11;75;37;150;30;30;30;22;30;22;22;150;75;225;45;45;45;33;45;33;33;225;112;300;60;60;60;45;60;45;45;300;150;375;75;75;75;56;75;56;56;375;187;1;0.2;0.2;0.2;0.15;0.2;0.15;0.15;1;0.5;280%;561%;841%;1125%;1405%;;;;;;;TRUE;FALSE;0;dmg_vs;re_mon_type;Minion;group;;pass;mult;;;;;;;;;;;0;;;0;1;0.01;;;;;;ldmg+%;per;0.01;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;sp15;Damage % vs Elites;P.Skill.Passive;none;@d;TRUE;epic;1.8;1;1;1;1;1;1;1;1;1;1;0.03;0.03;0.03;0.03;0.03;FALSE;;75;75;150;225;300;375;75;15;15;15;11;15;11;11;75;37;150;30;30;30;22;30;22;22;150;75;225;45;45;45;33;45;33;33;225;112;300;60;60;60;45;60;45;45;300;150;375;75;75;75;56;75;56;56;375;187;1;0.2;0.2;0.2;0.15;0.2;0.15;0.15;1;0.5;840%;1683%;2523%;3375%;4215%;;;;;;;TRUE;FALSE;0;dmg_vs;re_mon_type;Elite;group;;pass;mult;;;;;;;;;;;0;;;0;1;0.03;;;;;;ldmg+%;per;0.03;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;sp16;Damage % vs Bosses;P.Skill.Passive;none;@d;TRUE;myth;2.4;1;1;1;1;1;1;1;1;1;1;0.01;0.01;0.01;0.01;0.01;FALSE;;75;75;150;225;300;375;75;15;15;15;11;15;11;11;75;37;150;30;30;30;22;30;22;22;150;75;225;45;45;45;33;45;33;33;225;112;300;60;60;60;45;60;45;45;300;150;375;75;75;75;56;75;56;56;375;187;1;0.2;0.2;0.2;0.15;0.2;0.15;0.15;1;0.5;280%;561%;841%;1125%;1405%;;;;;;;TRUE;FALSE;0;dmg_vs;re_mon_type;Midboss,Boss;group;;pass;mult;;;;;;;;;;;0;;;0;1;0.01;;;;;;ldmg+%;per;0.01;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;sp17;Attack Speed % when below % life;P.Skill.Passive;none;@sp;TRUE;epic;2.8;1;1;1;1;1;1;1;1;1;1;0.025;0.025;0.025;0.025;0.025;FALSE;;8;8;16;24;32;40;8;0;0;4;0;0;0;0;0;2;16;0;0;8;0;0;0;0;0;5;24;0;0;12;0;0;0;0;0;8;32;0;0;16;0;0;0;0;0;10;40;0;0;20;0;0;0;0;0;13;1;0;0;0.5;0;0;0;0;0;0.34;35%;73%;110%;145%;183%;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;spd;group;P.Weapon;o_below_hp;st1;;;;;;;;;0;;;0;1;0.025;;;;;;laspd+%;per;0.025;1;0;lhpbelow%;st1;0.3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchMittens;Snowswatch Mittens;P.Skill.Power;power;@un;TRUE;immo;7;60;60;60;60;60;1;1;1;1;1;0.00833;0.00833;0.00833;0.00833;0.00833;TRUE;3;2;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;6;sct;trigger;take_dmg;pass;base;stat;hpr;group;P;col_stat;col;;;;;;;0;;;0;1;0.5;lcld2;col;6;0;0.5;;cha;1;0;0;;nth;1;0;0;lhpr+3;val;0.5;1;0;ldur1;dur;3;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchReindeerToy;Snowswatch ReindeerToy;P.Skill.Passive;none;@un;TRUE;immo;7;16;20;24;28;32;1;1;1;1;1;0.00125;0.001;0.00083;0.00071;0.00063;TRUE;5;1;96;140;192;252;320;96;96;96;96;96;96;96;96;96;96;140;140;140;140;140;140;140;140;140;140;192;192;192;192;192;192;192;192;192;192;252;252;252;252;252;252;252;252;252;252;320;320;320;320;320;320;320;320;320;320;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;recharge_dash;trigger;nth_dash;;;;;;;;;;;;;;;0;;;0;1;0.02;;;;;;lcha%;cha;0.02;1;0.33;;nth;1;0;0;;cnt;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchGingerbreadMan;Snowswatch GingerbreadMan;P.Skill.Passive;none;@un;TRUE;immo;7;25;25;25;25;25;1;1;1;1;1;0.006;0.006;0.006;0.006;0.006;TRUE;3;2;9999;9999;9999;9999;9999;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;stadod;group;P;;;;;;;;;;;0;;;0;1;0.15;;;;;;lcha%;val;0.15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchSnowman;Snowswatch Snowman;P.Skill.Power;power;@un;TRUE;immo;7;52;52;52;52;52;1;1;1;1;1;0.01885;0.01885;0.01885;0.01885;0.01885;TRUE;3;2;9999;9999;9999;9999;9999;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;9984;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;frozen;;TRUE;FALSE;30;sct;trigger;enemy_hit_us;pass;base;stat;%red;group;P;col_stat;col;;;;;;;0;;;0;1;0.98;lcld1;col;30;0;0.5;;cha;1;0;0;;nth;1;0;0;;cnt;1;0;0;ldmgred%;val;0.98;0;1;ldur1;dur;2.5;1;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;apply_status;trigger;enemy_hit_us;status;pfrozen_6s_0sca;in_entity;out_owner;col_stat;col;;;;;;;;;0;;col;60;0;0.5;;cha;1;0;0;;nth;1;0;0;;cnt;1;0;0;;dur;6;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchCostume;Snowswatch Costume;P.Skill.Power;power;@un;TRUE;immo;7;80;80;80;80;80;1;1;1;1;1;0.0005;0.0005;0.0005;0.0005;0.0005;TRUE;3;2;9999;9999;9999;9999;9999;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;trigger_random;trigger;move_dist;req_slots;cast;;;;;;;;;;;;;0;;;0;1;0.04;;;;;;lcha%;cha;0.04;1;0.2;ldist;amt;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchStar;Snowswatch Star;P.Skill.Power;power;@un;TRUE;immo;7;36;36;36;36;36;1;1;1;1;1;0.08333;0.08333;0.08333;0.08333;0.08333;TRUE;3;2;9999;9999;9999;9999;9999;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;9972;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;6;sc_next_attack;trigger;nth_exe;stat1;pow;stat2;spd;group;P.Weapon;pass;mult;expire_on_dur;TRUE;col_stat;col;;;0;;;0;1;3;lcld2;col;6;0;1;;cha;1;0;0;lnthkills;nth;1;0;0;ladmg+%;st1;3;1;0;laspd+%;st2;-2;0;0;ldur1;dur;1.4;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchSnowflake;Snowswatch Snowflake;P.Skill.Power;power;@un;TRUE;immo;7;60;60;60;60;60;1;1;1;1;1;0;0;0;0;0;TRUE;3;2;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;30;trigger_random;trigger;enemy_hit_us;req_slots;strike;col_stat;col;;;;;;;;;;;0;;;0;';0;lcld2;col;30;0;0.33;;cha;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchPineBranch;when enter form regen 10% life;P.Skill.Passive;none;@un;TRUE;immo;7;20;20;20;20;20;1;1;1;1;1;0.006;0.006;0.006;0.006;0.006;TRUE;3;2;9999;9999;9999;9999;9999;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;heal_effect;trigger;form_set;;;in_entity;out_owner;;;;;;;;;;;0;;;0;1;0.12;;;;;;;cha;1;0;0;;nth;1;0;0;lheal%;per;0.12;1;0;;val;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchPinecone1;while not in form transfer 100% strike stats to cast | while in form opposite;P.Skill.Passive;none;@un;TRUE;immo;7;40;40;40;40;40;1;1;1;1;1;0;0;0;0;0;TRUE;3;2;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc_convert;stat_from;pow;stat_to;pow;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;;;;;;;0;;;0;';0;;;;;;lperc3%;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cch;stat_to;cch;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;;;;;;;0;;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cspd;stat_to;cspd;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;;;;;;;0;;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cnt;stat_to;cnt;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;0;;st1;1.2;0;0;0;sc_convert;stat_from;are;stat_to;are;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;0;;st1;1.2;0;0;0;sc_convert;stat_from;dur;stat_to;dur;group_from;P.Skill.Strike;group_to;P.Skill.Cast;o_not_form;;0;;st1;1.2;0;0;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchPinecone2;while not in form transfer 100% strike stats to cast | while in form opposite;P.Skill.Passive;none;@un;TRUE;immo;7;40;40;40;40;40;1;1;1;1;1;0;0;0;0;0;TRUE;3;2;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc_convert;stat_from;pow;stat_to;pow;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;;;;;;;0;;;0;';0;;;;;;lperc3%;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cch;stat_to;cch;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;;;;;;;0;;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cspd;stat_to;cspd;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;;;;;;;0;;st1;1.2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc_convert;stat_from;cnt;stat_to;cnt;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;0;;st1;1.2;0;0;0;sc_convert;stat_from;are;stat_to;are;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;0;;st1;1.2;0;0;0;sc_convert;stat_from;dur;stat_to;dur;group_from;P.Skill.Cast;group_to;P.Skill.Strike;o_form;;0;;st1;1.2;0;0;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;SnowswatchCandyCane;Snowswatch Candy Cane;P.Skill.Passive;none;@un;TRUE;immo;7;4;4;4;4;4;1;1;1;1;1;0.0075;0.0075;0.0075;0.0075;0.0075;TRUE;3;2;9999;9999;9999;9999;9999;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;frozen;;TRUE;FALSE;0;apply_status;trigger;hit_each;status;frozen;in_entity;out_enemy;;;;;;;;;;;0;;;0;1;0.03;;;;;;lcha%;cha;0.03;1;1;;;;;;;cnt;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;weap_color;variant;Serenity;priority;-1;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;215;215 Master Skills %;P.Item;none;@msm%;FALSE;myth;6;20;20;20;20;20;1;1;1;1;1;0.00108;0.00108;0.00108;0.00108;0.00108;TRUE;;1;9999;9999;9999;9999;9999;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;9980;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0.0215;gstatm_base;stat;prm;;;;;;;;;;;;;;;0;;;0;';0.0215;;val;0.0215;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;TheNecromancersAmulet;;P.Skill.Passive;none;@un;TRUE;myth;6;65;65;65;65;65;1;1;1;1;1;0.01538;0.01538;0.01538;0.01538;0.01538;TRUE;;1;9999;9999;9999;9999;9999;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;9945;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0.1;summon;trigger;trigger_fired;monster;SkeletonMort;rs_slot;cast;overrides;hp,hpr,mvm;revive;FALSE;use_dur;FALSE;col_stat;col;;;0;;;0;2;1;lcld2;col;0.1;0;0.5;lcha%;cha;0.05;1;1;;;;;;lskelcnt;cnt;1;0;1;lskelmaxcnt;mcnt;12;1;1;lskelhp;hp;24;0;1;lskelmvm;mvm;2.3;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;weapon_mod;re_mon_code;SkeletonMort;overrides;pow,minpow,maxpow,are,tim,tim2;;;;;;;;;;;;;0;;cha;1;0;0;;;;;;;;;;;lskeldmg;pow;1;0;1;;minpow;22;0;1;;maxpow;38;0;1;lskelat2;tim;0.72;0;1;;tim2;0;0;1;;are;0.78;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;Voodoo1;;P.Skill.Passive;none;@un;TRUE;myth;6;50;50;50;50;50;1;1;1;1;1;0.02;0.02;0.02;0.02;0.02;TRUE;;1;9999;9999;9999;9999;9999;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;apply_status;trigger;enemy_took_dmg;status;poisoned;in_entity;out_enemy;source_slot;cast;permanent;TRUE;;;;;;;0;;;0;1;1;;;;;;;cha;1;0;0;;;;;;lpoisonstacks;cnt;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
