n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;EfreetFireE;"Attack set player aflame for 30s. Fire immune";22EfreetFireE;2;1;;Elite;enemy;;;Ini;;DPS;;;;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;3.8;11;75%;31.7;40;1.26;0.78;0;0.3;0;0;0;TRUE;4;2;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.38694;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;42;252;672;1302;2142;12;36;0;2;72;216;0;2;192;576;0;2;372;1116;0;2;612;1836;0;2;30;90;0;2;180;540;0;2;480;1440;0;2;930;2790;0;2;1530;4590;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;orange;ai_melee;slash;EfreetFireE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetFrostE;"Attacks freeze player. Frost immune";22EfreetFrostE;2;1;;Elite;enemy;;;Ini;;DPS;;;Dis;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;4.2;11;75%;31.7;40;1.26;0.78;0;0.3;pfrozen_08;0;0;TRUE;4;2;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.74346;5.6;0;0.5;4;5.9;0;0.47;4.2;6.1;0;0.45;4.4;6.3;0;0.44;4.6;6.5;0;0.42;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;58;348;928;1798;2958;17;51;0;2;102;306;0;2;272;816;0;2;527;1581;0;2;867;2601;0;2;41;123;0;2;246;738;0;2;656;1968;0;2;1271;3813;0;2;2091;6273;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;blue;ai_melee;slash;EfreetFrostE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetPoisonE;"Has Poison aura. Poison immune";22EfreetPoisonE;2;1;;Elite;enemy;;;Ini;;DPS;;;Dis;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;4.2;11;75%;31.7;40;1.26;0.78;0;0.3;ppoisoned_6s;0;0;TRUE;4;2;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.74346;5.6;0;0.5;4;5.9;0;0.47;4.2;6.1;0;0.45;4.4;6.3;0;0.44;4.6;6.5;0;0.42;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;58;348;928;1798;2958;17;51;0;2;102;306;0;2;272;816;0;2;527;1581;0;2;867;2601;0;2;41;123;0;2;246;738;0;2;656;1968;0;2;1271;3813;0;2;2091;6273;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;green;ai_melee;slash;EfreetPoisonE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetSabresE;"Has sabres that attack around it";22EfreetSabresE;2;1;;Elite;enemy;;;Ini;;DPS;;Con;;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;3.8;11;75%;31.7;40;1.26;0.78;0;0.3;0;0;0;TRUE;4;5;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.38694;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;42;252;672;1302;2142;12;36;0;2;72;216;0;2;192;576;0;2;372;1116;0;2;612;1836;0;2;30;90;0;2;180;540;0;2;480;1440;0;2;930;2790;0;2;1530;4590;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;cyannecrotic;ai_melee;slash;EfreetSabresE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;EfreetShadowE;"Attacks twice in quick succession";22EfreetShadowE;2;1;;Elite;enemy;;;Ini;;DPS;;;Dis;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 105s;;999;4.2;11;75%;31.7;40;1.26;0.78;0;0.3;pweakened_8s;0;0;TRUE;4;4;999;45;45;45;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;3.74346;5.6;0;0.5;4;5.9;0;0.47;4.2;6.1;0;0.45;4.4;6.3;0;0.44;4.6;6.5;0;0.42;;12;27;10;37;8.6;45;16;114;22;194;;10.71;1210;12100;0;9;1755;25448;0;13.5;3388;64372;0;18;12100;284350;0;22.5;22990;643720;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;8.3;275.99;166;1.21;166;166;0;1;0;58;348;928;1798;2958;17;51;0;2;102;306;0;2;272;816;0;2;527;1581;0;2;867;2601;0;2;41;123;0;2;246;738;0;2;656;1968;0;2;1271;3813;0;2;2091;6273;0;2;1;1;100%;0;0.0657;15;6.57%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.69;1;69%;1;;;;;100%;';';';';1;49.2%;0%;71.3%;0%;289.8333;0;-1;17%;44.7%;24.6%;64.8%;100;100;0;2.55%;20.1%;3.69%;29.2%;15;45;2;0.26%;3.35%;0.37%;4.86%;1.5;7.5;4;0.034%;0.81%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/Efreet_Fab;purpleneon;ai_melee;slash;EfreetShadowE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;InsectE;;22InsectE;2;1;;Elite;enemy;;;;Rng;;Nuk;;;;Mob;;;;;;;pInse;#REF!;;;;;1 + 105s;;999;32;12;75%;34.1;44;1.29;1.04;0;2.2;0;0;0;TRUE;4;8;999;45;45;45;1;1;1;1;1;;1;0.75;1;1;1;1;1;1;1;;;29.4129;31;0;0.08;31;33;0;0.07;32;34;0;0.07;34;36;0;0.07;36;38;0;0.06;;13;30;11;41;9.4;49;18;124;24;211;;11.9;1320;13200;0;9;1914;27753;0;13.5;3696;70224;0;18;13200;310200;0;22.5;25080;702240;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;9;280.55;168;1.23;168;168;0;1;0;95;570;1520;2945;4845;33;99;0;2;198;594;0;2;528;1584;0;2;1023;3069;0;2;1683;5049;0;2;62;186;0;2;372;1116;0;2;992;2976;0;2;1922;5766;0;2;3162;9486;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Insect/Insect_Fab;red;ai_insect;cast;InsectE_PointCast;shockwave;InsectE_Shockwave;move;Insect_Move;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;InsectGraveE;"Calls grave hands that root & dmg";22InsectGraveE;2;1;;Elite;enemy;;;;Rng;DPS;;;Dis;;Mob;;;;;;;pInse;#REF!;;;;;1 + 105s;;999;32;12;75%;34.1;44;1.29;1.04;0;2.2;0;0;0;TRUE;4;10;999;45;45;45;1;1;1;1;1;;1;0.75;1;1;1;1;1;1;1;;;29.4129;31;0;0.08;31;33;0;0.07;32;34;0;0.07;34;36;0;0.07;36;38;0;0.06;;13;30;11;41;9.4;49;18;124;24;211;;11.9;1320;13200;0;9;1914;27753;0;13.5;3696;70224;0;18;13200;310200;0;22.5;25080;702240;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;9;280.55;168;1.23;168;168;0;1;0;95;570;1520;2945;4845;33;99;0;2;198;594;0;2;528;1584;0;2;1023;3069;0;2;1683;5049;0;2;62;186;0;2;372;1116;0;2;992;2976;0;2;1922;5766;0;2;3162;9486;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Insect/Insect_Fab;toxicgreen;ai_insect;cast;InsectE_PointCast;shockwave;InsectE_Shockwave;move;Insect_Move;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;InsectProtectionShieldE;"Has a 1-hit protection shield that can only be broken by attack or dash dmg (blocks all dmg until then) with a 3s cd";22InsectProtectionShieldE;2;1;;Elite;enemy;;Tan;;Rng;;Nuk;;;;Mob;;;;;;;pInse;#REF!;;;;;1 + 105s;;999;32;12;75%;34.1;44;1.29;1.04;0;2.2;0;0;0;TRUE;4;10;999;45;45;45;1;1;1;1;1;;1;0.75;1;1;1;1;1;1;1;;;29.4129;31;0;0.08;31;33;0;0.07;32;34;0;0.07;34;36;0;0.07;36;38;0;0.06;;13;30;11;41;9.4;49;18;124;24;211;;11.9;1320;13200;0;9;1914;27753;0;13.5;3696;70224;0;18;13200;310200;0;22.5;25080;702240;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;9;280.55;168;1.23;168;168;0;1;0;95;570;1520;2945;4845;33;99;0;2;198;594;0;2;528;1584;0;2;1023;3069;0;2;1683;5049;0;2;62;186;0;2;372;1116;0;2;992;2976;0;2;1922;5766;0;2;3162;9486;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Insect/Insect_Fab;gold;ai_insect;cast;InsectE_PointCast;shockwave;InsectE_Shockwave;move;Insect_Move;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;InsectTimeFieldE;"Has Time field around itself that slows player missiles";22InsectTimeFieldE;2;1;;Elite;enemy;;;;Rng;;Nuk;Con;Dis;;Mob;;;;;;;pInse;#REF!;;;;;1 + 105s;;999;32;12;75%;34.1;44;1.29;1.04;0;2.2;0;0;0;TRUE;4;10;999;45;45;45;1;1;1;1;1;;1;0.75;1;1;1;1;1;1;1;;;29.4129;31;0;0.08;31;33;0;0.07;32;34;0;0.07;34;36;0;0.07;36;38;0;0.06;;13;30;11;41;9.4;49;18;124;24;211;;11.9;1320;13200;0;9;1914;27753;0;13.5;3696;70224;0;18;13200;310200;0;22.5;25080;702240;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;9;280.55;168;1.23;168;168;0;1;0;95;570;1520;2945;4845;33;99;0;2;198;594;0;2;528;1584;0;2;1023;3069;0;2;1683;5049;0;2;62;186;0;2;372;1116;0;2;992;2976;0;2;1922;5766;0;2;3162;9486;0;2;1;1;100%;0;0.0668;15;6.68%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7014;1;70.14%;1;;;;;100%;';';';';1;50%;0%;71.3%;0%;289.8333;0;-1;17.3%;45.5%;24.6%;64.8%;100;100;0;2.59%;20.5%;3.69%;29.2%;15;45;2;0.26%;3.41%;0.37%;4.86%;1.5;7.5;4;0.034%;0.82%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Insect/Insect_Fab;blue;ai_insect;cast;InsectE_PointCast;shockwave;InsectE_Shockwave;move;Insect_Move;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;JackalBloodE;"Sends flying blood sickles ranged attacks that rupture";22JackalBloodE;2;1;;Elite;enemy;;Tan;Ini;;;Nuk;;Dis;;Mob;;;;;;;pJack;#REF!;;;;;1 + 105s;;999;2.6;17;75%;37.1;46;1.24;2.04;0;7.2;0;0;0;TRUE;4;8;999;45;45;45;1;1;1;1;1;;0.75;1.25;1;1;1;1;1;1;1;;;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.9;4.6;0;0.6;;19;42;16;58;13;69;25;176;34;300;;17.255;1870;18700;0;9;2712;39324;0;13.5;5236;99484;0;18;18700;439450;0;22.5;35530;994840;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;303.36;182;1.33;182;182;0;1;0;111;666;1776;3441;5661;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0722;14;7.22%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7584;1;75.84%;1;;;;;100%;';';';';1;54.1%;0%;71.3%;0%;289.8333;0;-1;18.7%;49.1%;24.6%;64.8%;100;100;0;2.8%;22.1%;3.69%;29.2%;15;45;2;0.28%;3.69%;0.37%;4.86%;1.5;7.5;4;0.037%;0.89%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/JackalWarrior/JackalWarrior_Fab;red;ai_jack;slash_1;JackalBloodE_Slash1;slash_2;JackalBloodE_Slash2;jump;Jackal_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;JackalE;;22JackalE;2;1;;Elite;enemy;;Tan;Ini;;;Nuk;;;;Mob;;;;;;;pJack;#REF!;;;;;1 + 105s;;999;2.6;17;75%;37.1;46;1.24;2.04;0;7.2;0;0;0;TRUE;4;5;999;45;45;45;1;1;1;1;1;;0.75;1.25;1;1;1;1;1;1;1;;;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.9;4.6;0;0.6;;19;42;16;58;13;69;25;176;34;300;;17.255;1870;18700;0;9;2712;39324;0;13.5;5236;99484;0;18;18700;439450;0;22.5;35530;994840;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;303.36;182;1.33;182;182;0;1;0;111;666;1776;3441;5661;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0722;14;7.22%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7584;1;75.84%;1;;;;;100%;';';';';1;54.1%;0%;71.3%;0%;289.8333;0;-1;18.7%;49.1%;24.6%;64.8%;100;100;0;2.8%;22.1%;3.69%;29.2%;15;45;2;0.28%;3.69%;0.37%;4.86%;1.5;7.5;4;0.037%;0.89%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/JackalWarrior/JackalWarrior_Fab;blue;ai_jack;slash_1;JackalE_Slash1;slash_2;JackalE_Slash2;jump;Jackal_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;JackalShadowE;"Becomes shadow-immune every 3 out of 6 seconds";22JackalShadowE;2;1;;Elite;enemy;;Tan;Ini;;;Nuk;;;;Mob;;;;;;;pJack;#REF!;;;;;1 + 105s;;999;2.6;17;75%;37.1;46;1.24;2.04;0;7.2;pweakened_8s;0;0;TRUE;4;8;999;45;45;45;1;1;1;1;1;;0.75;1.25;1;1;1;1;1;1;1;;;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;2.7;4.4;0;0.63;2.9;4.6;0;0.6;;19;42;16;58;13;69;25;176;34;300;;17.255;1870;18700;0;9;2712;39324;0;13.5;5236;99484;0;18;18700;439450;0;22.5;35530;994840;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;0;;;;0.7;0.7;0;0.33;0.33;0;0.75;0.75;0;13;303.36;182;1.33;182;182;0;1;0;111;666;1776;3441;5661;38;114;0;2;228;684;0;2;608;1824;0;2;1178;3534;0;2;1938;5814;0;2;73;219;0;2;438;1314;0;2;1168;3504;0;2;2263;6789;0;2;3723;11169;0;2;1;1;100%;0;0.0722;14;7.22%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.7584;1;75.84%;1;;;;;100%;';';';';1;54.1%;0%;71.3%;0%;289.8333;0;-1;18.7%;49.1%;24.6%;64.8%;100;100;0;2.8%;22.1%;3.69%;29.2%;15;45;2;0.28%;3.69%;0.37%;4.86%;1.5;7.5;4;0.037%;0.89%;0.049%;1.17%;0.2;1.8;8;0%;0%;0%;0%;0;0;0;406.5333;154.3;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/JackalWarrior/JackalWarrior_Fab;shadowred;ai_jack;slash_1;JackalShadowE_Slash1;slash_2;JackalShadowE_Slash2;jump;Jackal_Jump;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
