;;#Name;#Code Description;#Dev Description;#;#;#;#;#;#;#;#;#;#;;;;#;;Stat Group;slot;;;;#tier;#;#;Ability1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;;;;;;;Ability9;;;;;;;;;;;;;;;;;;;;;Ability10;;;;;;;;;;;;;;;Ability11;;;;;;;;;;;;;;;#;LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;BarLifeToAttackPowerDmg;Overpower;;"Gain +5/10/15% Attack Damage for Every 100 Life you have.";;;A;;;;;;;;Barbarian;1;7;8;;P.Skill.Passive;none;4;;;1;;;sc_transfer_final;stat_from;hp;stat_to;pow;group_to;P.Weapon,P.Skill.Power;pass;tale;;;;;;;;;0;ldmgperhp+2%;st1;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;4;;0.0004;0.0008;0.0012;0.0016;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.0004;0.0008;0.0012;0.0016;0.002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarEnrageAttackSpeed;Berserk;;"While Enraged | gain +25/50% Attack Speed";;;A;;;;;;;;Barbarian;2;7;8;BarEnrageDashCd;P.Skill.Passive;none;4;;;1;as%;Attack Speed %;sc;stat;spd;group;P.Weapon;pass;tale;o_status;enrage;;;;;;;;;0;laspd+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;4;;0.11;0.22;0.33;0.44;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.11;0.22;0.33;0.44;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarStunOnHit;Devastate;;"Attacks have 12% Chance to Stun (not affected by luck)";;;A;;;;;;;;Barbarian;3;7;8;;P.Skill.Passive;none;3;stunned;;1;;;apply_status;status;stunned;trigger;hit_each;in_entity;out_enemy;;;;;;;;;;;0;lcha%;cha;LVL_0;0;;cnt;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.1;0.3;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.1;0.3;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarStrikeDmgNoLuck;Core Strength;;"Strikes deal more dmg but less Luck";;;;;S;;;;;;Barbarian;4;7;8;;P.Skill.Passive;none;5;;;1;sd%;Strike Damage %;sc;pass;tale;stat;pow;group;P.Skill.Strike;;;;;;;;;;;0;lsdmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc;pass;tale;stat;cha;group;;;;;;;;;;0;llck+%;per;LVL_1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.2;0.4;0.6;0.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.06;-0.12;-0.18;-0.24;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.2;0.4;0.6;0.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.06;-0.12;-0.18;-0.24;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarPowerStun;Aftershock;;"+1/2 Power Slots";;;;;;;P;;;;Barbarian;5;7;8;;P.Skill.Passive;none;3;stunned;;1;;;apply_status;status;stunned;trigger;enemy_took_dmg;in_entity;out_enemy;source_slot;power;;;;;;;;;0;lcha%;cha;LVL_0;0;;cnt;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.05;0.15;0.35;0.35;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.05;0.15;0.35;0.35;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarStompOnDash;Warchief;;"Stomp on Dash | deals 50% Attack Damage | Uses 100% Attack Area | Knockbacks enemies for 100. ICD: 3s";;;;D;;;;;;;Barbarian;1;8;70;;P.Skill.Dash;dash;1;;;1;;;spawn_tgt_self;trigger;dash_end;prefab;Entities/Boons/_Talents/Stomp/Stomp_Fab;follow;TRUE;aimed;FALSE;col_stat;col;re_owner;;;;;;0;lkbk;kbk;1;1;;cha;1;0;;tim;0.55;0.05;;pow;1;0;lare;are;LVL_1;1;lcld1;col;LVL_2;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;pow_from_attack;group;P.Skill.Dash.BarStompOnDash;;;;;;;;;;;;;0;ladmg%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;0.9;1.8;2.7;3.6;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20;40;60;80;100;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1.1;2.2;3.3;4.4;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;20;40;60;80;100;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarEnrageAttackDmgArea;Rampage;;"While Enraged | gain +50% attack damage | +100% attack area";;;A;;;;;;;;Barbarian;2;8;70;BarEnrageAttackSpeed;P.Skill.Passive;none;1;;;1;;;sc;stat;pow;group;P.Weapon;pass;tale;o_status;enrage;;;;;;;;;0;ladmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc;stat;are;group;P.Weapon;pass;tale;o_status;enrage;;;;;;;0;laare+%;per;LVL_1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;0.8;1.6;2.4;3.2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;1.2;1.8;2.4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.8;1.6;2.4;3.2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;1.2;1.8;2.4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarStunsLastLonger;Brute Force;;"Stunned/Frozen/Immobilized/Feared statuses you apply last 10/20/30% Longer";;;;;;;;;;Sta;Barbarian;3;8;70;;P.Skill.Passive;none;1;stunned;;1;;;sc;stat;dur;group;St.feared,St.frozen,St.stunned,St.immobilized;pass;tale;;;;;;;;;;;0;ldur+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarStrikeAreaStun;Colossal Strike;;"Strikes have 200% area and apply stunned";;;;;S;;;;;;Barbarian;4;8;70;BarStrikeDmgNoLuck;P.Skill.Passive;none;1;stunned;;1;sare%;Strike Area %;sc;pass;tale;stat;are;group;P.Skill.Strike;;;;;;;;;;;0;lare+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;apply_status;trigger;enemy_took_dmg;status;stunned;in_entity;out_enemy;source_slot;strike;;;;;;;0;;cha;1;0;;cnt;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;2;4;6;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;6;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;BarDuplicatePower;Ancestral Knowledge;;"Text";;;;;;;P;;;;Barbarian;5;8;70;;P.Skill.Passive;none;1;;;1;;;trigger_repeat;vfx;Entities/Boons/_Talents/AncestralKnowledge/AncestralKnowledge_Fab;rs_slot;power;interval;0.08:0.08;;;;;;;;;;;0;lcha%;cha;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;1;;0.5;1;1.5;2;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.5;1;1.5;2;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;WarDmg;Dedication;;"% Chance your casts apply Seared (+% dmg taken from attack)";;G;;;;;;;;;Warrior;1;1;3;;P.Skill.Passive;none;5;;;1;d%;Damage %;sc;pass;tale;stat;pow;group;;;;;;;;;;;;0;ldmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;WarLuck;Lucky Star;;"+2/4/6% Luck";;G;;;;;;;;;Warrior;2;1;3;;P.Skill.Passive;none;3;;;1;lck%;Luck %;sc;pass;tale;stat;cha;group;;;;;;;;;;;;0;llck+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.02;0.04;0.06;0.08;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
