;;#;team;#;#;#;#;#;#;#dmg;#;#;#;#;#;#;#;#;#;#hits;#;#;#;#;#;#;#;#;#;npow1;#npow1;#_tsca;_gro;npow2;#npow2;#_tsca;_gro;npow3;#npow3;#_tsca;_gro;npow4;#npow4;#_tsca;_gro;npow5;#npow5;#_tsca;_gro;#powB;mpow1;#mpow1;#_tsca;_gro;mpow2;#mpow2;#_tsca;_gro;mpow3;#mpow3;#_tsca;_gro;mpow4;#mpow4;#_tsca;_gro;mpow5;#mpow5;#_tsca;_gro;#atB;tim1;#tim1;#_tsca;_gro;tim2;#tim2;#_tsca;_gro;tim3;#tim3;#_tsca;_gro;tim4;#tim4;#_tsca;_gro;tim5;#tim5;#_tsca;_gro;tim2;#tim2;_gro;are;#are;_gro;aicd;#aicd;_gro;min_a;#min_a;_gro;max_a;#max_a;_gro;rng;#rng;_gro;dis;#dis;_gro;aim;#aim;_gro;dur;#dur;_gro;#vlcB;vlc1;#vlc1;#_tsca;_gro;vlc2;#vlc2;#_tsca;_gro;vlc3;#vlc3;#_tsca;_gro;vlc4;#vlc4;#_tsca;_gro;vlc5;#vlc5;#_tsca;_gro;kbk;#kbk;_gro;pnc;#pnc;_gro;bnc;#bnc;_gro;cnt;#cnt;_gro;ang;#ang;_gro;chg;#chg;_gro;col;#col;_gro;rct;#rct;_gro;int;#int;_gro;aipr;#aipr;_gro;st1;#st1;_gro;st2;#st2;_gro;st3;#st3;_gro;tap;#tap;#_gro;Stat Scaling;;;;;;;;;;;;;;;#;ability_type;a1p1;a1p1v1;a1p2;a1p2v1;a1p3;a1p3v1;a1p4;a1p4v1;a1p5;a1p5v1;a1p6;a1p6v1;a1p7;a1p7v1;a1_status;a1_status_val;eol;warning;flash;#base_subtype
;Cat_Jump;;enemy;jump;0;2;02jump;jump02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7864;1.57;0;0.14;1.72;1.51;0;0.14;1.66;1.47;0;0.13;1.6;1.42;0;0.13;1.54;1.36;0;0.13;;;;;;;0.6;0.6;0;0;;0;4.6;1.21;0;4.6;4.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;x;x;1;1;x;1;1;x;x;x;x;x;x;x;x;0.46;jump;backwards;TRUE;;;;;;;;;;;;;;;0;;FALSE;
;CatE_Jump;;enemy;jump;1;2;12jump;jump12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7864;1.57;0;0.14;1.72;1.51;0;0.14;1.66;1.47;0;0.13;1.6;1.42;0;0.13;1.54;1.36;0;0.13;;;;;;;0.2;0.2;0;0;;0;4.6;1.21;0;4.6;4.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;x;x;1;1;x;1;1;x;x;x;x;x;x;x;x;0.46;jump;backwards;TRUE;;;;;;;;;;;;;;;0;;FALSE;
;Jackal_Jump;;enemy;jump;0;2;02jump;jump02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76384;0.7;0;0.09;0.73;0.67;0;0.09;0.7;0.64;0;0.09;0.68;0.63;0;0.08;0.66;0.61;0;0.08;;;;;;;5.8;5.8;0;1.2;1.2;0;3.2;3.2;0;3.2;3.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.3;0.3;0;x;x;1;1;x;1;1;x;x;x;x;x;x;x;x;0.57;jump;;;;;;;;;;;;;;;;;0;;FALSE;
;JackalVoodooE_Jump1;;enemy;jump;1;2;12jump;jump12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76384;0.7;0;0.09;0.73;0.67;0;0.09;0.7;0.64;0;0.09;0.68;0.63;0;0.08;0.66;0.61;0;0.08;;;;;;;0;;0;0;;0;2;2;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.3;0.3;0;x;x;1;1;x;1;1;x;x;x;x;x;x;x;x;0.57;jump;;;;;;;;;;;;;;;;;0;;FALSE;
;JackalVoodooE_Jump2;;enemy;jump;1;2;12jump;jump12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76384;0.7;0;0.09;0.73;0.67;0;0.09;0.7;0.64;0;0.09;0.68;0.63;0;0.08;0.66;0.61;0;0.08;;;;;;;7;7;0;2.2;2.2;0;9.2;9.2;0;9.2;9.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.3;0.3;0;x;x;1;1;x;1;1;x;x;x;x;x;x;x;x;0.57;jump;;;;;;;;;;;;;;;;;0;;FALSE;
;Cat_Laser;;enemy;laser;0;2;02laser;laser02;;1;1.7;1.4;2.4;1.4;2.5;2.9;4.8;3.8;5.9;50;29.4;71.4;41.7;142.9;80;120.7;72.9;131.6;84.7;1.1;1.9;0;0.7;1.6;2.7;-0.2;0.7;1.8;3.1;-0.4;0.7;4;6.8;-0.6;0.7;5.8;9.9;-0.7;0.7;;1.12;1.9;0;0.7;1.6;2.7;-0.2;0.7;1.8;3.1;-0.4;0.7;4;6.8;-0.55;0.7;5.8;9.9;-0.65;0.7;;1.1088;1;0;0.11;1.07;0.97;0;0.1;1.03;0.94;0;0.1;0.99;0.9;0;0.1;0.96;0.87;0;0.1;;;;0.06;0.06;0;0;;0;0;;0;3.2;4.16;0.3;6.28;8.2;0.3;;;;13;18;0.37;2.6;2.6;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaser_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatFrost_Laser;;enemy;laser;0;2;02laser;laser02;;0.9;1.5;1.2;2.2;1.3;2.3;2.6;4.3;3.4;5.4;55.6;33.3;83.3;45.5;153.8;87;134.6;81.4;147.1;92.6;1;1.7;0;0.7;1.4;2.4;-0.2;0.7;1.7;2.9;-0.4;0.7;3.6;6.1;-0.6;0.7;5.3;9;-0.7;0.7;;0.98;1.7;0;0.7;1.4;2.4;-0.2;0.7;1.7;2.9;-0.4;0.7;3.6;6.1;-0.55;0.7;5.3;9;-0.65;0.7;;1.1088;1;0;0.11;1.07;0.97;0;0.1;1.03;0.94;0;0.1;0.99;0.9;0;0.1;0.96;0.87;0;0.1;;;;0.06;0.06;0;0;;0;0;;0;3.6;4.68;0.3;6.84;8.9;0.3;;;;13;18;0.37;2.6;2.6;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaserFrost_Fab;;;;;;;;;;;;;status;pchilled_4_6%;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatHeal_Laser;;enemy;laser;0;2;02laser;laser02;;1;1.7;1.4;2.4;1.4;2.5;2.9;4.8;3.8;5.9;50;29.4;71.4;41.7;142.9;80;120.7;72.9;131.6;84.7;1.1;1.9;0;0.7;1.6;2.7;-0.2;0.7;1.8;3.1;-0.4;0.7;4;6.8;-0.6;0.7;5.8;9.9;-0.7;0.7;;1.12;1.9;0;0.7;1.6;2.7;-0.2;0.7;1.8;3.1;-0.4;0.7;4;6.8;-0.55;0.7;5.8;9.9;-0.65;0.7;;1.1088;1;0;0.11;1.07;0.97;0;0.1;1.03;0.94;0;0.1;0.99;0.9;0;0.1;0.96;0.87;0;0.1;;;;0.06;0.06;0;0;;0;0;;0;3.6;4.68;0.3;6.84;8.9;0.3;;;;13;18;0.37;2.6;2.6;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaser_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatLightning_Laser;;enemy;laser;0;2;02laser;laser02;;3.2;5.2;4.2;7.5;4.5;7.8;8.6;14;11.7;18.6;15.6;9.6;23.8;13.3;44.4;25.6;40.7;25;42.7;26.9;3.4;5.8;0;0.7;4.9;8.3;-0.2;0.7;5.7;9.7;-0.4;0.7;12;20;-0.6;0.7;18;31;-0.7;0.7;;3.36;5.8;0;0.7;4.9;8.3;-0.2;0.7;5.7;9.7;-0.4;0.7;12;20;-0.55;0.7;18;31;-0.65;0.7;;1.7;1.49;0;0.14;1.63;1.44;0;0.13;1.57;1.39;0;0.13;1.52;1.35;0;0.13;1.47;1.31;0;0.12;;;;0.06;0.06;0;0;;0;0;;0;4.8;6.24;0.3;8.52;11.1;0.3;;;;23;30;0.29;0.12;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaserLightning_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatE_Laser;;enemy;laser;1;2;12laser;laser12;;1.9;3.1;2.5;4.4;2.7;4.6;5.2;8.4;7.2;11.4;26.3;16.1;40;22.7;74.1;43.5;67.3;41.7;69.4;43.9;2;3.4;0;0.7;2.9;4.9;-0.2;0.7;3.4;5.8;-0.4;0.7;7.2;12;-0.6;0.7;11;19;-0.7;0.7;;2;3.4;0;0.7;2.9;4.9;-0.2;0.7;3.4;5.8;-0.4;0.7;7.2;12;-0.55;0.7;11;19;-0.65;0.7;;1.03488;0.94;0;0.1;0.99;0.9;0;0.1;0.95;0.86;0;0.1;0.92;0.84;0;0.1;0.89;0.82;0;0.09;;;;0.06;0.06;0;0;;0;0;;0;5.1;6.63;0.3;8.94;11.6;0.3;;;;23;30;0.29;0.7;0.7;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaser_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatFrostE_Laser;;enemy;laser;1;2;12laser;laser12;;1.9;3.1;2.5;4.4;2.7;4.6;5.2;8.4;7.2;11.4;26.3;16.1;40;22.7;74.1;43.5;67.3;41.7;69.4;43.9;2;3.4;0;0.7;2.9;4.9;-0.2;0.7;3.4;5.8;-0.4;0.7;7.2;12;-0.6;0.7;11;19;-0.7;0.7;;2;3.4;0;0.7;2.9;4.9;-0.2;0.7;3.4;5.8;-0.4;0.7;7.2;12;-0.55;0.7;11;19;-0.65;0.7;;1.03488;0.94;0;0.1;0.99;0.9;0;0.1;0.95;0.86;0;0.1;0.92;0.84;0;0.1;0.89;0.82;0;0.09;;;;0.09;0.09;0;0;;0;0;;0;5.1;6.63;0.3;8.94;11.6;0.3;;;;15;20;0.35;2.6;2.6;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaserFrost_Fab;;;;;;;;;;;;;status;pchilled_4_6%;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;CatLightningE_Laser;;enemy;laser;1;2;12laser;laser12;;7.4;12.6;10.3;18;10.3;17.6;20.9;34.3;27.3;42.6;6.8;4;9.7;5.6;19.4;11.4;16.7;10.2;18.3;11.7;8;14;0;0.7;12;20;-0.2;0.7;13;22;-0.4;0.7;29;49;-0.6;0.7;42;71;-0.7;0.7;;8;14;0;0.7;12;20;-0.2;0.7;13;22;-0.4;0.7;29;49;-0.55;0.7;42;71;-0.65;0.7;;1.7;1.49;0;0.14;1.63;1.44;0;0.13;1.57;1.39;0;0.13;1.52;1.35;0;0.13;1.47;1.31;0;0.12;;;;0.09;0.09;0;0;;0;0;;0;5.3;6.89;0.3;9.22;12;0.3;;;;30;38;0.25;0.12;0.12;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0;0;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;1;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/CatWarrior/CatWarriorLaserLightning_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;InsectQueenB_Laser;;enemy;laser;2;2;22laser;laser22;780;0.9;1.5;1.2;2.2;1.3;2.3;2.6;4.3;3.4;5.4;55.6;33.3;83.3;45.5;153.8;87;134.6;81.4;147.1;92.6;1;1.7;0;0.7;1.4;2.4;-0.2;0.7;1.7;2.9;-0.4;0.7;3.6;6.1;-0.6;0.7;5.3;9;-0.7;0.7;2.1;1;1.7;0;0.7;1.4;2.4;-0.2;0.7;1.7;2.9;-0.4;0.7;3.6;6.1;-0.55;0.7;5.3;9;-0.65;0.7;1.06;1.2;1.08;0;0.11;1.15;1.04;0;0.11;1.11;1;0;0.11;1.07;0.97;0;0.1;1.03;0.94;0;0.1;;;;0.24;0.24;0;2.4;2.4;0;0;;0;6.8;6.8;0;13.64;13.6;0;;;;32;32;0;0.9;0.9;0;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0.6;0.6;0;;;;;;;;;;0.3;0.3;0;1;1;1;1;x;1;1;x;0.33;x;x;x;x;x;x;0.46;laser;prefab;Entities/Monsters/TheInsectQueen/TheInsectQueenLaser_Fab;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Laser_Fab;TRUE;
;DjinnB_Slash;;enemy;melee;3;2;32melee;melee32;1200;7.4;14.4;12;25.2;17.4;35.2;46.1;89.6;78;144;6.8;3.5;8.3;4;11.5;5.7;7.6;3.9;6.4;3.5;8;16;0;1;14;28;0;1;22;44;0;1;64;128;0;1;120;240;0;1;28;8;16;0;1;14;28;0;1;22;44;0;1;64;128;0;1;120;240;0;1;1.56;1.85;1.62;0;0.14;1.78;1.56;0;0.14;1.71;1.5;0;0.14;1.65;1.46;0;0.13;1.59;1.41;0;0.13;;;;3.7;3.7;0;0;;0;0;;0;2;2;0;2.2;2.2;0;;;;40;40;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;0.8;1;x;x;x;x;1;x;x;x;x;1.4;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFire_Fab;distance;1.85;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/TheDjinn/Warn_Melee_TheDjinnSlash_Fab;TRUE;
;Efreet_Slash;;enemy;melee;0;2;02melee;melee02;;2.9;5.6;4.8;9.9;6.9;13.6;18;35;30.6;56.4;17.2;8.9;20.8;10.1;29;14.7;19.4;10;16.3;8.9;3.1;6.2;0;1;5.6;11;0;1;8.7;17;0;1;25;50;0;1;47;94;0;1;;3.11201352;6.2;0;1;5.6;11;0;1;8.7;17;0;1;25;50;0;1;47;94;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.91;0.54;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/Slash_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetShadow_Slash;;enemy;melee;0;2;02melee;melee02;;3.8;7.4;6.4;13.5;8.7;17.6;23.8;46.2;39.7;73.2;13.2;6.8;15.6;7.4;23;11.4;14.7;7.6;12.6;6.8;4.1;8.2;0;1;7.4;15;0;1;11;22;0;1;33;66;0;1;61;122;0;1;;4.06;8.2;0;1;7.4;15;0;1;11;22;0;1;33;66;0;1;61;122;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.91;0.54;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashShadow_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;status;pweakened_8s;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetDarkE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;0.78848;0.72;0;0.09;0.76;0.7;0;0.09;0.73;0.67;0;0.09;0.71;0.65;0;0.09;0.68;0.63;0;0.08;;;;0.78;1.09;0.4;0;;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashDarkness_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetFireE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFire_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetFrostE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFrost_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;status;pfrozen_08;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetPoisonE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashPoison_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;status;ppoisoned_6s;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetSabresE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;EfreetShadowE_Slash;;enemy;melee;1;2;12melee;melee12;;6.5;12.6;11.2;23.4;15.8;32;40.3;78.4;68.3;126;7.7;4;8.9;4.3;12.7;6.3;8.7;4.5;7.3;4;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;7;14;0;1;13;26;0;1;20;40;0;1;56;112;0;1;105;210;0;1;;1.5232;1.35;0;0.13;1.46;1.3;0;0.12;1.41;1.26;0;0.12;1.36;1.21;0;0.12;1.31;1.17;0;0.12;;;;0.78;1.09;0.4;0.3;0.18;0.7;0;;0;1.1;1.1;0;0.84;0.8;0;;;;85;98;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashShadow_Fab;distance;0.84;yoffset;0;allow_move;TRUE;;;;;;;status;pweakened_8s;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;Jackal_Slash1;;enemy;melee;0;2;02melee;melee02;;5;9.9;8.3;17.1;11.9;24;31;60.2;52.7;97.2;10;5.1;12;5.8;16.8;8.3;11.3;5.8;9.5;5.1;5.4;11;0;1;9.7;19;0;1;15;30;0;1;43;86;0;1;81;162;0;1;;5.37529608;11;0;1;9.7;19;0;1;15;30;0;1;43;86;0;1;81;162;0;1;;1.5;1.33;0;0.13;1.44;1.29;0;0.12;1.39;1.24;0;0.12;1.34;1.2;0;0.12;1.29;1.16;0;0.11;;;;1.9;2.66;0.4;5.8;5.8;0;0;;0;1.53;1.53;0;1.16;1.2;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;1;1;1;1;0.65;1;x;x;x;x;1;x;x;x;x;0.57;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrong_Fab;distance;0.97;yoffset;0;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
