n/a;code;t;#isboss;#cnt;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#;;#;;#;;#;#;;#;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#
;SirenBlood;3;Minion;3.5;0;0;0;Rng;DPS;0;Con;0;0;0;0;3;5.9%;3;9.1%;2;3.2%;2;20%;3;9.1%;2;7.1%;3;5.9%;3;5.9%;3;9.1%;3;5.9%;3;6.3%;3;9.1%;2;2.9%;2;5.6%;3;9.1%;2;7.1%;3;9.1%;3;9.1%;3;9.1%;3;9.1%;3;10%;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;2;9.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;SirenGhost;3;Minion;3.5;0;0;0;Rng;DPS;0;Con;0;0;0;0;3;5.9%;3;9.1%;2;3.2%;2;20%;3;9.1%;2;7.1%;3;5.9%;3;5.9%;3;9.1%;3;5.9%;3;6.3%;3;9.1%;2;2.9%;2;5.6%;3;9.1%;2;7.1%;3;9.1%;3;9.1%;3;9.1%;3;9.1%;3;10%;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;2;9.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;2;4%;;;;;;;;;;;;;;;;;;;;;;;;
;ThornsElemental;3;Minion;2;0;0;0;Rng;0;Nuk;0;Dis;0;0;0;;;;;2;3.2%;;;2;3.1%;;;2;16.7%;;;;;;;;;;;2;2.9%;;;2;10%;;;2;11.1%;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;2;3.8%;;;2;11.1%;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;2;16.7%;;;;;;;;;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;
;ThornsElemental;3;Minion;2;0;0;0;Rng;0;Nuk;0;Dis;0;0;0;;;;;2;3.2%;;;2;3.1%;;;2;16.7%;;;;;;;;;;;2;2.9%;;;2;10%;;;2;11.1%;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;2;3.8%;;;2;11.1%;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;2;16.7%;;;;;;;;;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;
;ThornsElemental;3;Minion;2;0;0;0;Rng;0;Nuk;0;Dis;0;0;0;;;;;2;3.2%;;;2;3.1%;;;2;16.7%;;;;;;;;;;;2;2.9%;;;2;10%;;;2;11.1%;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;;;2;3.8%;;;2;11.1%;;;;;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;2;16.7%;;;;;;;;;1;11.1%;1;11.1%;1;11.1%;1;11.1%;1;11.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;
;Fungus;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;Fungus;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;Fungus;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FungusPoison;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FungusFrost;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FungusSmoke;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;FungusArcane;3;Minion;1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;2;3.7%;;;;;2;3.1%;;;;;;;2;2.4%;;;;;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;;;;;2;3.7%;;;;;;;2;3.4%;;;;;;;2;3.8%;;;;;;;2;3.3%;;;;;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;1;3.8%;;;;;;;2;4.3%;;;;;;;;;2;3.4%;;;;;;;2;4%;;;;;1;2.4%;1;2.4%;1;2.4%;;;;;;;;;;;;;;;;;;;3;4.3%;;;;;;;;;;;;;;;;;;;;;;;;
;Treant;3;Minion;1.1;0;Tan;0;Rng;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;2;2.9%;2;5.6%;;;;;;;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Treant;3;Minion;1.1;0;Tan;0;Rng;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;2;2.9%;2;5.6%;;;;;;;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Treant;3;Minion;1.1;0;Tan;0;Rng;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;2;2.9%;2;5.6%;;;;;;;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Treant;3;Minion;1.1;0;Tan;0;Rng;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;;;2;2.9%;2;5.6%;;;;;;;;;;;;;;;1;2.9%;1;2.9%;1;3.3%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;2.9%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardian;3;Minion;2.6;0;Tan;Ini;0;DPS;0;0;0;0;0;0;1;4.3%;1;4.5%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.3%;1;4.5%;1;5%;1;4.3%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;2.5%;1;3.7%;1;2.9%;1;2.9%;3;5%;2;6.7%;3;7.1%;3;5%;3;5%;3;5%;3;7.1%;3;5%;3;5.3%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;1;3.2%;3;3.3%;3;3.7%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.7%;3;3.7%;3;3.7%;3;4.8%;3;3.7%;3;3.8%;3;3.3%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;3.3%;3;4.2%;3;3.3%;3;3.4%;3;4.2%;3;4.2%;3;4.3%;3;3.3%;3;3.4%;3;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossE;3;Elite;0.9;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossFireE;3;Elite;0.9;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossFrostE;3;Elite;1.4;0;0;0;Rng;0;0;0;Dis;0;0;0;;;;;E1;3.3%;;;;;;;E1;8.3%;;;;;;;;;;;E1;2.6%;;;;;;;E1;5.9%;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;;;E1;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;16.7%;E1;16.7%;E1;9.1%;E1;16.7%;E1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossHomingE;3;Elite;1.7;0;0;0;Rng;DPS;0;Con;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;E1;6.7%;;;;;;;;;;;;;E1;2.6%;E1;3.8%;;;E1;5.3%;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossLightningE;3;Elite;1.2;0;0;0;Rng;0;Nuk;0;0;0;0;0;;;;;E1;3.3%;;;E1;6.7%;;;;;;;;;;;;;;;E1;2.6%;;;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;E1;3.1%;;;;;;;;;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossMultifrostE;3;Elite;0.4;0;0;0;Rng;0;0;0;0;0;0;0;;;;;E1;3.3%;;;;;;;;;;;;;;;;;;;E1;2.6%;;;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossPoisonE;3;Elite;0.9;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossRapidFireE;3;Elite;1.6;0;0;0;Rng;0;Nuk;Con;0;0;0;0;;;;;E1;3.3%;E1;4.8%;E1;6.7%;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossShadowE;3;Elite;1.3;0;0;0;Rng;0;0;Con;0;0;0;0;;;;;E1;3.3%;;;;;E1;6.7%;;;;;;;;;;;;;E1;2.6%;;;;;E1;5.3%;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;E1;4.2%;;;;;;;;;;;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherMossVelocityE;3;Elite;1.3;0;0;0;Rng;0;Nuk;0;0;0;0;0;;;;;E1;3.3%;;;;;E1;6.7%;;;;;;;;;;;;;E1;2.6%;;;;;E1;5.3%;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;E1;4.2%;;;;;;;;;;;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PhantomMossRuptureE;3;Elite;2.8;0;0;Ini;0;0;Nuk;Con;0;0;Mob;0;;;E1;5.3%;;;;;E1;6.7%;E1;6.7%;;;;;E1;7.7%;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;;;E1;4.2%;E1;4.3%;;;;;E1;3.3%;;;;;;;E1;3.1%;E1;4.2%;;;;;E1;3.8%;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;E1;9.1%;;;;;;;E1;20%;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
